node1,node2
Pabpc1__CPX,Nkapd1__CPX
Pabpc1__CPX,Frg1__CPX
Pabpc1__CPX,Nipbl__CPX
Pabpc1__CPX,Phf3__CPX
Pabpc1__CPX,Fhad1__CPX
Pabpc1__CPX,Baz1b__CPX
Pabpc1__CPX,Ash1l__CPX
Pabpc1__CPX,Mafg__CPX
Pabpc1__CPX,Lrp6__CPX
Pabpc1__CPX,B230219D22Rik__CPX
Pabpc1__CPX,Rad50__CPX
Pabpc1__CPX,Camk1d__CPX
Pabpc1__CPX,Fxr1__CPX
Pabpc1__CPX,Pten__CPX
Pabpc1__CPX,Rif1__CPX
Pabpc1__CPX,Cep290__CPX
Pabpc1__CPX,Pja2__CPX
Pabpc1__CPX,Fer__CPX
Pabpc1__CPX,Stag2__CPX
Pabpc1__CPX,Kif21a__CPX
Pabpc1__CPX,Phactr2__CPX
Pabpc1__CPX,Smarca5__CPX
Pabpc1__CPX,Gtpbp4__CPX
Pabpc1__CPX,Slain2__CPX
Dnajc7__CPX,Tmem259__CPX
Dnajc7__CPX,Osbp__CPX
Dnajc7__CPX,Nek8__CPX
Dnajc7__CPX,Gas6__CPX
Dnajc7__CPX,Zfp358__CPX
Dnajc7__CPX,Igfbp2__CPX
Dnajc7__CPX,Heatr3__CPX
Dnajc7__CPX,Adck2__CPX
Dnajc7__CPX,Mfge8__CPX
Dnajc7__CPX,Hk1__CPX
Dnajc7__CPX,Ano8__CPX
Dnajc7__CPX,Rhob__CPX
Dnajc7__CPX,Tkt__CPX
Dnajc7__CPX,Psmd3__CPX
Dnajc7__CPX,Opa1__CPX
Dnajc7__CPX,Clec14a__CPX
Dnajc7__CPX,Gpr162__CPX
Dnajc7__CPX,Ptk2b__CPX
Dnajc7__CPX,Dlg4__CPX
Dnajc7__CPX,Ubc__CPX
Dnajc7__CPX,Ganab__CPX
Dnajc7__CPX,Crygn__CPX
Kif2a__CPX,Slc17a5__CPX
Kif2a__CPX,Arhgap5__CPX
Kif2a__CPX,Slk__CPX
Kif2a__CPX,Smarca2__CPX
Kif2a__CPX,Zfp638__CPX
Kif2a__CPX,Ccdc18__CPX
Kif2a__CPX,mt-Nd2__CPX
Kif2a__CPX,Pdap1__CPX
Kif2a__CPX,Rock1__CPX
Kif2a__CPX,Zbtb7a__CPX
Kif2a__CPX,Eea1__CPX
Kif2a__CPX,Rora__CPX
Kif2a__CPX,Smc6__CPX
Kif2a__CPX,Ylpm1__CPX
Kif2a__CPX,Sppl3__CPX
Kif2a__CPX,Cdkn1c__CPX
Kif2a__CPX,Rbm27__CPX
Kif2a__CPX,Nfyb__CPX
Kif2a__CPX,4921504A21Rik__CPX
Kif2a__CPX,Npepps__CPX
Kif2a__CPX,Ap2b1__CPX
Kif2a__CPX,Ap3b1__CPX
Kif2a__CPX,Wasl__CPX
Kif2a__CPX,Ergic2__CPX
Kif2a__CPX,Psip1__CPX
Kif2a__CPX,Iqgap2__CPX
Kif2a__CPX,Pi4ka__CPX
Kif2a__CPX,Irak1bp1__CPX
Kif2a__CPX,Arid4a__CPX
Kif2a__CPX,Top1__CPX
Kif2a__CPX,Dstn__CPX
Kif2a__CPX,Ildr2__CPX
Kif2a__CPX,Golm2__CPX
Kif2a__CPX,Tmem161b__CPX
Kif2a__CPX,Tpr__CPX
Kif2a__CPX,Nkapd1__CPX
Kif2a__CPX,Frg1__CPX
Kif2a__CPX,Nipbl__CPX
Kif2a__CPX,Phf3__CPX
Kif2a__CPX,Enpp5__CPX
Kif2a__CPX,Fgfr1op2__CPX
Kif2a__CPX,Fhad1__CPX
Kif2a__CPX,Ash1l__CPX
Kif2a__CPX,Dhx36__CPX
Kif2a__CPX,Lrp6__CPX
Kif2a__CPX,Qser1__CPX
Kif2a__CPX,B230219D22Rik__CPX
Kif2a__CPX,Rad50__CPX
Kif2a__CPX,Fxr1__CPX
Kif2a__CPX,Rif1__CPX
Kif2a__CPX,Mansc4__CPX
Kif2a__CPX,Cep290__CPX
Kif2a__CPX,Pja2__CPX
Kif2a__CPX,Stag2__CPX
Kif2a__CPX,Kif21a__CPX
Kif2a__CPX,Ube2q2__CPX
Kif2a__CPX,Phactr2__CPX
Kif2a__CPX,Smarca5__CPX
Kif2a__CPX,Ccdc186__CPX
Kif2a__CPX,Ccar1__CPX
Kif2a__CPX,Shoc2__CPX
Kif2a__CPX,Slain2__CPX
Lmtk3__CPX,Cyyr1__CPX
Lmtk3__CPX,Fndc3a__CPX
Pura__CPX,Smarca2__CPX
Pura__CPX,Dek__CPX
Pura__CPX,mt-Nd2__CPX
Pura__CPX,Pdap1__CPX
Pura__CPX,Rock1__CPX
Pura__CPX,Zbtb7a__CPX
Pura__CPX,Eea1__CPX
Pura__CPX,Smc6__CPX
Pura__CPX,Cdkn1c__CPX
Pura__CPX,Rbm27__CPX
Pura__CPX,Sec62__CPX
Pura__CPX,Ap2b1__CPX
Pura__CPX,Wasl__CPX
Pura__CPX,Ergic2__CPX
Pura__CPX,Psip1__CPX
Pura__CPX,Eif3g__CPX
Pura__CPX,Top1__CPX
Pura__CPX,Rdx__CPX
Pura__CPX,Cct4__CPX
Pura__CPX,Frg1__CPX
Pura__CPX,Cep57__CPX
Pura__CPX,Brd4__CPX
Pura__CPX,Enpp5__CPX
Pura__CPX,Fgfr1op2__CPX
Pura__CPX,Upf2__CPX
Pura__CPX,Ccdc186__CPX
Gm15675__CPX,Recql5__CPX
Gm15675__CPX,Afg3l1__CPX
Mfsd3__CPX,Sin3a__CPX
Mfsd3__CPX,B130034C11Rik__CPX
Ro60__CPX,Cyyr1__CPX
Ro60__CPX,Smarca2__CPX
Ro60__CPX,Pdap1__CPX
Ro60__CPX,Ccdc148__CPX
Ro60__CPX,Slc2a2__CPX
Ro60__CPX,4930556M19Rik__CPX
Ro60__CPX,Npepps__CPX
Ro60__CPX,Wasl__CPX
Ro60__CPX,Arid4a__CPX
Ro60__CPX,Dstn__CPX
Ro60__CPX,Golm2__CPX
Ro60__CPX,Tmem161b__CPX
Ro60__CPX,Tpr__CPX
Ro60__CPX,Fhad1__CPX
Ro60__CPX,Ash1l__CPX
Ro60__CPX,B230219D22Rik__CPX
Ro60__CPX,Fxr1__CPX
Ro60__CPX,Kif21a__CPX
Ro60__CPX,Phactr2__CPX
Ro60__CPX,Shoc2__CPX
Cyyr1__CPX,Fhl1__CPX
Cyyr1__CPX,Fndc3a__CPX
Cyyr1__CPX,Npepps__CPX
Cyyr1__CPX,Cables2__CPX
Cyyr1__CPX,Hcn3__CPX
Arhgef12__CPX,Arhgap5__CPX
Arhgef12__CPX,Slk__CPX
Arhgef12__CPX,Zfp638__CPX
Arhgef12__CPX,Rock1__CPX
Arhgef12__CPX,Rora__CPX
Arhgef12__CPX,Rbm27__CPX
Arhgef12__CPX,Wapl__CPX
Arhgef12__CPX,Limch1__CPX
Arhgef12__CPX,Gsk3b__CPX
Arhgef12__CPX,Sntb2__CPX
Arhgef12__CPX,Arid4a__CPX
Arhgef12__CPX,Guk1__CPX
Arhgef12__CPX,Rpl37__CPX
Arhgef12__CPX,Csnk1a1__CPX
Arhgef12__CPX,Wbp4__CPX
Arhgef12__CPX,Evi5__CPX
Arhgef12__CPX,Sh3bgrl__CPX
Arhgef12__CPX,Nipbl__CPX
Arhgef12__CPX,Phf3__CPX
Arhgef12__CPX,Slc22a17__CPX
Arhgef12__CPX,Fgfr1op2__CPX
Arhgef12__CPX,Baz1b__CPX
Arhgef12__CPX,Smc4__CPX
Arhgef12__CPX,Pcmtd1__CPX
Arhgef12__CPX,Mafg__CPX
Arhgef12__CPX,B230219D22Rik__CPX
Arhgef12__CPX,Pten__CPX
Arhgef12__CPX,Dlg4__CPX
Arhgef12__CPX,Ppfibp1__CPX
Arhgef12__CPX,Pja2__CPX
Arhgef12__CPX,Zfp1007__CPX
Arhgef12__CPX,Sytl2__CPX
Arhgef12__CPX,Smarca5__CPX
Arhgef12__CPX,Ehd1__CPX
Arhgef12__CPX,Mef2a__CPX
Slc17a5__CPX,Slk__CPX
Slc17a5__CPX,mt-Nd2__CPX
Slc17a5__CPX,Eea1__CPX
Slc17a5__CPX,Ccdc148__CPX
Slc17a5__CPX,Fndc3a__CPX
Slc17a5__CPX,4921504A21Rik__CPX
Slc17a5__CPX,Plcb4__CPX
Slc17a5__CPX,Ap3b1__CPX
Slc17a5__CPX,Wasl__CPX
Slc17a5__CPX,1700125H03Rik__CPX
Slc17a5__CPX,Cdc14a__CPX
Slc17a5__CPX,Ccdc88a__CPX
Slc17a5__CPX,Pi4ka__CPX
Slc17a5__CPX,Itch__CPX
Slc17a5__CPX,Synm__CPX
Slc17a5__CPX,Tpr__CPX
Slc17a5__CPX,Wbp4__CPX
Slc17a5__CPX,Vps13b__CPX
Slc17a5__CPX,Secisbp2l__CPX
Slc17a5__CPX,Nipbl__CPX
Slc17a5__CPX,Ash1l__CPX
Slc17a5__CPX,Pcmtd1__CPX
Slc17a5__CPX,Lrp6__CPX
Slc17a5__CPX,B230219D22Rik__CPX
Slc17a5__CPX,Pja2__CPX
Slc17a5__CPX,Tmem203__CPX
Slc17a5__CPX,Kif21a__CPX
Slc17a5__CPX,Phactr2__CPX
Slc17a5__CPX,Smarca5__CPX
Slc17a5__CPX,Mef2a__CPX
Slc17a5__CPX,Vps36__CPX
UNKNOWN__CPX,Arhgap5__CPX
UNKNOWN__CPX,Rock1__CPX
UNKNOWN__CPX,Suz12__CPX
UNKNOWN__CPX,Rora__CPX
UNKNOWN__CPX,Wapl__CPX
UNKNOWN__CPX,Npepps__CPX
UNKNOWN__CPX,Zfp322a__CPX
UNKNOWN__CPX,Plcb4__CPX
UNKNOWN__CPX,Sntb2__CPX
UNKNOWN__CPX,Ccdc88a__CPX
UNKNOWN__CPX,Arid4a__CPX
UNKNOWN__CPX,Tpr__CPX
UNKNOWN__CPX,Nkapd1__CPX
UNKNOWN__CPX,Nipbl__CPX
UNKNOWN__CPX,9530026P05Rik__CPX
UNKNOWN__CPX,Ash1l__CPX
UNKNOWN__CPX,Rad50__CPX
UNKNOWN__CPX,Rif1__CPX
UNKNOWN__CPX,Cep290__CPX
UNKNOWN__CPX,Tsc22d1__CPX
UNKNOWN__CPX,Kpna3__CPX
UNKNOWN__CPX,Ube2q2__CPX
UNKNOWN__CPX,Phactr2__CPX
UNKNOWN__CPX,Ccdc186__CPX
Telo2__CPX,Ptk2b__CPX
Copg1__CPX,Slc22a17__CPX
Copg1__CPX,Ccar1__CPX
Copg1__CPX,Ehd1__CPX
Arf2__CPX,Rtkn__CPX
Slc29a4__CPX,Atp7a__CPX
Dynlt2b__CPX,Tax1bp3__CPX
Dynlt2b__CPX,Igfbp2__CPX
Dynlt2b__CPX,Psmd3__CPX
Dynlt2b__CPX,Zfp768__CPX
Dynlt2b__CPX,Tnfrsf1b__CPX
Dynlt2b__CPX,Ganab__CPX
Dynlt2b__CPX,Dync1h1__CPX
Dynlt2b__CPX,Cnnm4__CPX
Dynlt2b__CPX,Spata13__CPX
Fhl1__CPX,Cables2__CPX
Fhl1__CPX,Hcn3__CPX
Ppp5c__CPX,Ddb1__CPX
Ppp5c__CPX,Tkt__CPX
Ppp5c__CPX,Atp6v1f__CPX
Ppp5c__CPX,Mospd3__CPX
Arhgap5__CPX,Slk__CPX
Arhgap5__CPX,Smarca2__CPX
Arhgap5__CPX,Zfp638__CPX
Arhgap5__CPX,Pawr__CPX
Arhgap5__CPX,Cep95__CPX
Arhgap5__CPX,Rock1__CPX
Arhgap5__CPX,Suz12__CPX
Arhgap5__CPX,Eea1__CPX
Arhgap5__CPX,Rora__CPX
Arhgap5__CPX,Ylpm1__CPX
Arhgap5__CPX,Slc2a2__CPX
Arhgap5__CPX,4930556M19Rik__CPX
Arhgap5__CPX,Rbm27__CPX
Arhgap5__CPX,Wapl__CPX
Arhgap5__CPX,Gpaa1__CPX
Arhgap5__CPX,Npepps__CPX
Arhgap5__CPX,Wasl__CPX
Arhgap5__CPX,Gsk3b__CPX
Arhgap5__CPX,Rhob__CPX
Arhgap5__CPX,Lrrc8a__CPX
Arhgap5__CPX,Sntb2__CPX
Arhgap5__CPX,Arid4a__CPX
Arhgap5__CPX,Dstn__CPX
Arhgap5__CPX,Itch__CPX
Arhgap5__CPX,Golm2__CPX
Arhgap5__CPX,Csnk1a1__CPX
Arhgap5__CPX,Tmem161b__CPX
Arhgap5__CPX,Wbp4__CPX
Arhgap5__CPX,Setx__CPX
Arhgap5__CPX,Evi5__CPX
Arhgap5__CPX,Sh3bgrl__CPX
Arhgap5__CPX,Nipbl__CPX
Arhgap5__CPX,Slc22a17__CPX
Arhgap5__CPX,Fgfr1op2__CPX
Arhgap5__CPX,Nsg2__CPX
Arhgap5__CPX,Fhad1__CPX
Arhgap5__CPX,Ash1l__CPX
Arhgap5__CPX,Pcmtd1__CPX
Arhgap5__CPX,Mafg__CPX
Arhgap5__CPX,B230219D22Rik__CPX
Arhgap5__CPX,Rad50__CPX
Arhgap5__CPX,Fxr1__CPX
Arhgap5__CPX,Pten__CPX
Arhgap5__CPX,Dlg4__CPX
Arhgap5__CPX,Pja2__CPX
Arhgap5__CPX,Zfp1007__CPX
Arhgap5__CPX,Stag2__CPX
Arhgap5__CPX,Kif21a__CPX
Arhgap5__CPX,Ube2q2__CPX
Arhgap5__CPX,Phactr2__CPX
Arhgap5__CPX,Smarca5__CPX
Arhgap5__CPX,Shoc2__CPX
Arhgap5__CPX,Ehd1__CPX
Cmtm8__CPX,Sncg__CPX
Foxk2__CPX,Cables2__CPX
Slk__CPX,Smarca2__CPX
Slk__CPX,Zfp638__CPX
Slk__CPX,mt-Nd2__CPX
Slk__CPX,Ccdc59__CPX
Slk__CPX,Rock1__CPX
Slk__CPX,Zbtb7a__CPX
Slk__CPX,Eea1__CPX
Slk__CPX,Rora__CPX
Slk__CPX,Smc6__CPX
Slk__CPX,Ylpm1__CPX
Slk__CPX,Cdkn1c__CPX
Slk__CPX,Rbm27__CPX
Slk__CPX,Krcc1__CPX
Slk__CPX,4921504A21Rik__CPX
Slk__CPX,Npepps__CPX
Slk__CPX,Plcb4__CPX
Slk__CPX,Wasl__CPX
Slk__CPX,Gsk3b__CPX
Slk__CPX,Ergic2__CPX
Slk__CPX,Psip1__CPX
Slk__CPX,Sntb2__CPX
Slk__CPX,Ccdc88a__CPX
Slk__CPX,Arid4a__CPX
Slk__CPX,Top1__CPX
Slk__CPX,Tmem161b__CPX
Slk__CPX,Tulp4__CPX
Slk__CPX,Synm__CPX
Slk__CPX,Tpr__CPX
Slk__CPX,Wbp4__CPX
Slk__CPX,Nkapd1__CPX
Slk__CPX,Evi5__CPX
Slk__CPX,Frg1__CPX
Slk__CPX,Clpp__CPX
Slk__CPX,Nipbl__CPX
Slk__CPX,Phf3__CPX
Slk__CPX,Slc22a17__CPX
Slk__CPX,Enpp5__CPX
Slk__CPX,Fgfr1op2__CPX
Slk__CPX,Fhad1__CPX
Slk__CPX,Baz1b__CPX
Slk__CPX,Luzp1__CPX
Slk__CPX,Smc4__CPX
Slk__CPX,Ash1l__CPX
Slk__CPX,Pcmtd1__CPX
Slk__CPX,Mafg__CPX
Slk__CPX,Qser1__CPX
Slk__CPX,B230219D22Rik__CPX
Slk__CPX,Rad50__CPX
Slk__CPX,Fxr1__CPX
Slk__CPX,Rif1__CPX
Slk__CPX,Dlg4__CPX
Slk__CPX,Slc25a20__CPX
Slk__CPX,Cep290__CPX
Slk__CPX,Pja2__CPX
Slk__CPX,Zfp1007__CPX
Slk__CPX,Fer__CPX
Slk__CPX,Kif21a__CPX
Slk__CPX,Phactr2__CPX
Slk__CPX,Smarca5__CPX
Slk__CPX,Gtpbp4__CPX
Slk__CPX,Ccdc186__CPX
Slk__CPX,Ccar1__CPX
Slk__CPX,Ehd1__CPX
Tmem259__CPX,Ubl3__CPX
Tmem259__CPX,Acacb__CPX
Tmem259__CPX,Rora__CPX
Tmem259__CPX,Igfbp2__CPX
Tmem259__CPX,Eef1a1__CPX
Tmem259__CPX,Mfge8__CPX
Tmem259__CPX,Tkt__CPX
Tmem259__CPX,Psmd3__CPX
Tmem259__CPX,Tulp4__CPX
Tmem259__CPX,Gm5141__CPX
Tmem259__CPX,Slc22a17__CPX
Tmem259__CPX,Ubc__CPX
Tmem259__CPX,Ganab__CPX
Lepr__CPX,Mrpl28__CPX
Lepr__CPX,Klf3__CPX
Lepr__CPX,Rplp1__CPX
Lepr__CPX,Ccdc148__CPX
Lepr__CPX,4921504A21Rik__CPX
Lepr__CPX,Ap2b1__CPX
Lepr__CPX,Iqgap2__CPX
Lepr__CPX,Eif3g__CPX
Lepr__CPX,Sntb2__CPX
Lepr__CPX,Pbx1__CPX
Lepr__CPX,Ildr2__CPX
Lepr__CPX,Vps13b__CPX
Lepr__CPX,Secisbp2l__CPX
Lepr__CPX,Nipbl__CPX
Lepr__CPX,Lrp6__CPX
Lepr__CPX,Rif1__CPX
Lepr__CPX,Cep290__CPX
Acox1__CPX,Smarca2__CPX
Acox1__CPX,Dek__CPX
Acox1__CPX,Eea1__CPX
Acox1__CPX,Krcc1__CPX
Acox1__CPX,Ap2b1__CPX
Acox1__CPX,Ergic2__CPX
Acox1__CPX,Sntb2__CPX
Acox1__CPX,Dstn__CPX
Acox1__CPX,Baz1b__CPX
Acox1__CPX,Kif21a__CPX
Acox1__CPX,Pfas__CPX
Acox1__CPX,Slain2__CPX
Mcfd2__CPX,Gnas__CPX
Mcfd2__CPX,Rpp30__CPX
Mcfd2__CPX,Dync1h1__CPX
Zbtb37__CPX,Klf3__CPX
Zbtb37__CPX,Phf3__CPX
Zbtb37__CPX,Ash1l__CPX
Zbtb37__CPX,Psmg3__CPX
Zbtb37__CPX,Fer__CPX
Smarca2__CPX,Zfp638__CPX
Smarca2__CPX,Pawr__CPX
Smarca2__CPX,Dek__CPX
Smarca2__CPX,mt-Nd2__CPX
Smarca2__CPX,Ccdc59__CPX
Smarca2__CPX,Pdap1__CPX
Smarca2__CPX,Rock1__CPX
Smarca2__CPX,Zbtb7a__CPX
Smarca2__CPX,Eea1__CPX
Smarca2__CPX,Rora__CPX
Smarca2__CPX,Smc6__CPX
Smarca2__CPX,Ylpm1__CPX
Smarca2__CPX,Sppl3__CPX
Smarca2__CPX,Cdkn1c__CPX
Smarca2__CPX,Rbm27__CPX
Smarca2__CPX,Krcc1__CPX
Smarca2__CPX,Smim15__CPX
Smarca2__CPX,Npepps__CPX
Smarca2__CPX,Plcb4__CPX
Smarca2__CPX,Ap2b1__CPX
Smarca2__CPX,Wasl__CPX
Smarca2__CPX,Ergic2__CPX
Smarca2__CPX,Psip1__CPX
Smarca2__CPX,Sntb2__CPX
Smarca2__CPX,Ccdc88a__CPX
Smarca2__CPX,Arid4a__CPX
Smarca2__CPX,Top1__CPX
Smarca2__CPX,Dstn__CPX
Smarca2__CPX,Ildr2__CPX
Smarca2__CPX,Rdx__CPX
Smarca2__CPX,Itch__CPX
Smarca2__CPX,Golm2__CPX
Smarca2__CPX,Tmem161b__CPX
Smarca2__CPX,Synm__CPX
Smarca2__CPX,Tpr__CPX
Smarca2__CPX,Nkapd1__CPX
Smarca2__CPX,Cct4__CPX
Smarca2__CPX,Frg1__CPX
Smarca2__CPX,Clpp__CPX
Smarca2__CPX,Nipbl__CPX
Smarca2__CPX,Phf3__CPX
Smarca2__CPX,Enpp5__CPX
Smarca2__CPX,Fgfr1op2__CPX
Smarca2__CPX,Fhad1__CPX
Smarca2__CPX,Zic2__CPX
Smarca2__CPX,Efhb__CPX
Smarca2__CPX,Baz1b__CPX
Smarca2__CPX,Luzp1__CPX
Smarca2__CPX,Ash1l__CPX
Smarca2__CPX,Mafg__CPX
Smarca2__CPX,Qser1__CPX
Smarca2__CPX,B230219D22Rik__CPX
Smarca2__CPX,Rad50__CPX
Smarca2__CPX,Fxr1__CPX
Smarca2__CPX,Pten__CPX
Smarca2__CPX,Rif1__CPX
Smarca2__CPX,Cep290__CPX
Smarca2__CPX,Mpp7__CPX
Smarca2__CPX,Kpna3__CPX
Smarca2__CPX,Fer__CPX
Smarca2__CPX,Kif21a__CPX
Smarca2__CPX,Phactr2__CPX
Smarca2__CPX,Smarca5__CPX
Smarca2__CPX,Gtpbp4__CPX
Smarca2__CPX,Ccdc186__CPX
Smarca2__CPX,Shoc2__CPX
Smarca2__CPX,Slain2__CPX
Zfp638__CPX,Pawr__CPX
Zfp638__CPX,mt-Nd2__CPX
Zfp638__CPX,Ccdc59__CPX
Zfp638__CPX,Pdap1__CPX
Zfp638__CPX,Rock1__CPX
Zfp638__CPX,Eea1__CPX
Zfp638__CPX,Rora__CPX
Zfp638__CPX,Smc6__CPX
Zfp638__CPX,Ylpm1__CPX
Zfp638__CPX,Fndc3a__CPX
Zfp638__CPX,Cdkn1c__CPX
Zfp638__CPX,Rbm27__CPX
Zfp638__CPX,Krcc1__CPX
Zfp638__CPX,Npepps__CPX
Zfp638__CPX,Nol8__CPX
Zfp638__CPX,Ap3b1__CPX
Zfp638__CPX,Adprh__CPX
Zfp638__CPX,Wasl__CPX
Zfp638__CPX,Ergic2__CPX
Zfp638__CPX,Psip1__CPX
Zfp638__CPX,Sntb2__CPX
Zfp638__CPX,Ccdc88a__CPX
Zfp638__CPX,Arid4a__CPX
Zfp638__CPX,Top1__CPX
Zfp638__CPX,Itch__CPX
Zfp638__CPX,Csnk1a1__CPX
Zfp638__CPX,Tpr__CPX
Zfp638__CPX,Wbp4__CPX
Zfp638__CPX,Ptges2__CPX
Zfp638__CPX,Nkapd1__CPX
Zfp638__CPX,Evi5__CPX
Zfp638__CPX,Frg1__CPX
Zfp638__CPX,Clpp__CPX
Zfp638__CPX,Nipbl__CPX
Zfp638__CPX,Phf3__CPX
Zfp638__CPX,Enpp5__CPX
Zfp638__CPX,Fgfr1op2__CPX
Zfp638__CPX,Fhad1__CPX
Zfp638__CPX,Efhb__CPX
Zfp638__CPX,Baz1b__CPX
Zfp638__CPX,Luzp1__CPX
Zfp638__CPX,Smc4__CPX
Zfp638__CPX,Ash1l__CPX
Zfp638__CPX,Pcmtd1__CPX
Zfp638__CPX,Mafg__CPX
Zfp638__CPX,Qser1__CPX
Zfp638__CPX,B230219D22Rik__CPX
Zfp638__CPX,Rad50__CPX
Zfp638__CPX,Fxr1__CPX
Zfp638__CPX,Cnih2__CPX
Zfp638__CPX,Pten__CPX
Zfp638__CPX,Rif1__CPX
Zfp638__CPX,Mpp7__CPX
Zfp638__CPX,Zfp1007__CPX
Zfp638__CPX,Kif21a__CPX
Zfp638__CPX,Phactr2__CPX
Zfp638__CPX,Smarca5__CPX
Zfp638__CPX,Gtpbp4__CPX
Zfp638__CPX,Ccdc186__CPX
Zfp638__CPX,Shoc2__CPX
Ccdc18__CPX,Pawr__CPX
Ccdc18__CPX,Smc6__CPX
Ccdc18__CPX,Npepps__CPX
Ccdc18__CPX,Wasl__CPX
Ccdc18__CPX,Tmem161b__CPX
Ccdc18__CPX,Frg1__CPX
Ccdc18__CPX,Fhad1__CPX
Ccdc18__CPX,Ash1l__CPX
Ccdc18__CPX,Qser1__CPX
Ccdc18__CPX,Camk1d__CPX
Ccdc18__CPX,Fxr1__CPX
Ccdc18__CPX,Phactr2__CPX
Ccdc18__CPX,Ccdc186__CPX
Mrpl28__CPX,Sec62__CPX
Mrpl28__CPX,Eif3g__CPX
Ndufs3__CPX,Ubl3__CPX
Ndufs3__CPX,Eef1a1__CPX
Ndufs3__CPX,Psmd3__CPX
Ndufs3__CPX,Opa1__CPX
Ndufs3__CPX,Tnfrsf1b__CPX
Nt5m__CPX,Fndc3a__CPX
Nt5m__CPX,Iqgap2__CPX
Nt5m__CPX,Pi4ka__CPX
Pawr__CPX,Cep95__CPX
Pawr__CPX,Ccdc59__CPX
Pawr__CPX,Pdap1__CPX
Pawr__CPX,Rock1__CPX
Pawr__CPX,Eea1__CPX
Pawr__CPX,Snrnp48__CPX
Pawr__CPX,Smc6__CPX
Pawr__CPX,Ylpm1__CPX
Pawr__CPX,Krcc1__CPX
Pawr__CPX,Npepps__CPX
Pawr__CPX,Limch1__CPX
Pawr__CPX,Wasl__CPX
Pawr__CPX,Ergic2__CPX
Pawr__CPX,Psip1__CPX
Pawr__CPX,Ccdc88a__CPX
Pawr__CPX,Csnk1a1__CPX
Pawr__CPX,Ikzf5__CPX
Pawr__CPX,Evi5__CPX
Pawr__CPX,Clpp__CPX
Pawr__CPX,Fgfr1op2__CPX
Pawr__CPX,Nsg2__CPX
Pawr__CPX,Fhad1__CPX
Pawr__CPX,Smc4__CPX
Pawr__CPX,B230219D22Rik__CPX
Pawr__CPX,Mpp7__CPX
Pawr__CPX,Kpna3__CPX
Pawr__CPX,Phactr2__CPX
Pawr__CPX,Ccar1__CPX
Rnf187__CPX,Ndufa8__CPX
Rnf187__CPX,Mafg__CPX
Rnf187__CPX,Sytl2__CPX
Osbp__CPX,Cd47__CPX
Osbp__CPX,Heatr3__CPX
Osbp__CPX,Mfge8__CPX
Osbp__CPX,Tkt__CPX
Osbp__CPX,Psmd3__CPX
Osbp__CPX,Ahcyl2__CPX
Osbp__CPX,Dcaf12l1__CPX
Osbp__CPX,Ap3s2__CPX
Osbp__CPX,Erbin__CPX
Osbp__CPX,Sytl2__CPX
Osbp__CPX,Dhx9__CPX
Dek__CPX,mt-Nd2__CPX
Dek__CPX,Pdap1__CPX
Dek__CPX,Rock1__CPX
Dek__CPX,Zbtb7a__CPX
Dek__CPX,Eea1__CPX
Dek__CPX,Smc6__CPX
Dek__CPX,Ylpm1__CPX
Dek__CPX,Cdkn1c__CPX
Dek__CPX,Ruvbl1__CPX
Dek__CPX,Krcc1__CPX
Dek__CPX,Ap2b1__CPX
Dek__CPX,Wasl__CPX
Dek__CPX,Ergic2__CPX
Dek__CPX,Psip1__CPX
Dek__CPX,Ccdc88a__CPX
Dek__CPX,Irak1bp1__CPX
Dek__CPX,Top1__CPX
Dek__CPX,Rdx__CPX
Dek__CPX,Nkapd1__CPX
Dek__CPX,Cct4__CPX
Dek__CPX,Cep57__CPX
Dek__CPX,Enpp5__CPX
Dek__CPX,Efhb__CPX
Dek__CPX,Baz1b__CPX
Dek__CPX,Fgl2__CPX
Dek__CPX,Mansc4__CPX
Dek__CPX,Cep290__CPX
Dek__CPX,Atn1__CPX
Dek__CPX,Gtpbp4__CPX
Dek__CPX,Ccdc186__CPX
Dek__CPX,Slain2__CPX
Gpr19__CPX,Gm19817__CPX
Pmm2__CPX,Gprc5c__CPX
Pold1__CPX,Gm42636__CPX
Tomm34__CPX,Inpp4a__CPX
S100a8__CPX,Ric3__CPX
Mtap__CPX,Ubl3__CPX
Mtap__CPX,Kras__CPX
Mtap__CPX,Erbin__CPX
Mtap__CPX,Dync1h1__CPX
Stat3__CPX,Brd2__CPX
Cep95__CPX,Pdap1__CPX
Cep95__CPX,Eea1__CPX
Cep95__CPX,Wasl__CPX
Cep95__CPX,Luzp1__CPX
Cep95__CPX,Ash1l__CPX
Cep95__CPX,Pja2__CPX
Cep95__CPX,Ccdc186__CPX
Ddb1__CPX,Mfge8__CPX
Ddb1__CPX,Tkt__CPX
Ddb1__CPX,Guk1__CPX
Ddb1__CPX,Atp6v1f__CPX
Ddb1__CPX,Rad54l2__CPX
Ddb1__CPX,Dync1h1__CPX
Ddb1__CPX,Fcho2__CPX
Ddb1__CPX,Cnnm4__CPX
Ddb1__CPX,Mef2a__CPX
Krt23__CPX,Aldh1l1__CPX
Nek8__CPX,Fhod3__CPX
Nek8__CPX,Rgs7__CPX
mt-Nd2__CPX,Ccdc59__CPX
mt-Nd2__CPX,Pdap1__CPX
mt-Nd2__CPX,Rock1__CPX
mt-Nd2__CPX,Zbtb7a__CPX
mt-Nd2__CPX,Eea1__CPX
mt-Nd2__CPX,Smc6__CPX
